 L_T1, L_T2, L_T3, L_T4, L_T5, L_T6, L_T7, F_PU1, S_PU1, F_PU2, S_PU2, F_PU3, S_PU3, F_PU4, S_PU4, F_PU5, S_PU5, F_PU6, S_PU6, F_PU7, S_PU7, F_PU8, S_PU8, F_PU9, S_PU9, F_PU10, S_PU10, F_PU11, S_PU11, F_V2, S_V2, P_J280, P_J269, P_J300, P_J256, P_J289, P_J415, P_J302, P_J306, P_J307, P_J317, P_J14, P_J422, ATT_FLAG
3.6,1.82,4.37,2.97,1.81,5.5,2.86,96.72,1.0,96.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.35,1.0,35.8,1.0,0.0,0.0,31.05,1.0,0.0,0.0,90.82,1.0,2.98,34.73,27.85,69.71,27.81,84.46,20.82,81.4,20.71,67.27,30.45,29.55,-999
2.97,4.72,4.22,4.16,3.16,5.42,4.42,89.33,1.0,89.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,38.65,27.8,72.03,27.76,86.76,33.93,63.58,33.93,59.14,42.73,29.17,-999
1.05,4.8,3.42,3.62,3.48,5.5,2.81,98.62,1.0,98.64,1.0,0.0,0.0,36.74,1.0,0.0,0.0,0.0,0.0,50.78,1.0,34.73,1.0,0.0,0.0,30.0,1.0,0.0,0.0,65.58,1.0,2.97,33.71,28.77,87.81,28.84,84.63,19.31,81.74,19.21,69.22,31.67,30.77,-999
1.64,4.74,3.93,3.17,3.22,5.5,3.45,96.58,1.0,96.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.81,1.0,0.0,0.0,55.36,1.0,2.98,34.81,31.92,72.3,31.92,60.33,26.88,61.06,26.76,70.71,34.14,33.24,-999
4.32,4.78,4.68,4.23,2.91,5.13,2.53,91.56,1.0,91.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.34,1.0,35.91,1.0,0.0,0.0,31.48,1.0,0.0,0.0,0.0,0.0,2.98,37.48,27.84,71.73,27.8,86.42,23.01,83.39,22.89,67.95,41.02,29.22,-999
1.86,5.41,3.15,3.96,3.17,5.5,3.27,97.41,1.0,97.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.92,1.0,35.18,1.0,0.0,0.0,30.63,1.0,0.0,0.0,63.59,1.0,2.97,34.36,30.36,68.33,30.32,85.84,19.98,81.64,19.87,67.81,32.81,31.91,-999
3.69,0.62,4.83,3.72,3.13,5.5,4.68,96.53,1.0,96.55,1.0,0.0,0.0,34.92,1.0,0.0,0.0,0.0,0.0,49.05,1.0,0.0,0.0,0.0,0.0,32.08,1.0,0.0,0.0,106.59,1.0,2.98,34.83,25.44,87.68,25.51,84.68,28.02,60.29,27.9,70.9,28.55,27.65,-999
2.93,3.11,3.41,3.62,3.14,5.5,2.09,97.34,1.0,97.36,1.0,0.0,0.0,36.24,1.0,0.0,0.0,0.0,0.0,50.11,1.0,35.46,1.0,0.0,0.0,30.69,1.0,0.0,0.0,86.41,1.0,2.97,34.4,27.48,87.41,27.56,84.69,20.42,81.61,20.31,68.08,30.49,29.59,-999
3.32,5.43,4.43,3.58,2.36,5.45,3.67,95.0,1.0,95.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.49,1.0,0.0,0.0,30.68,1.0,0.0,0.0,58.62,1.0,2.98,35.66,32.85,74.24,32.85,64.23,21.63,82.76,21.52,69.3,35.08,34.18,-999
2.76,3.87,5.17,4.05,2.89,5.26,3.75,93.25,1.0,93.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.92,1.0,2.98,36.59,32.5,77.1,32.5,67.76,31.7,63.73,31.7,60.71,34.8,33.9,-999
1.59,4.18,4.32,4.53,3.81,5.35,3.22,97.93,1.0,97.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.22,1.0,0.0,0.0,54.36,1.0,2.97,34.08,31.28,71.67,31.28,65.15,26.26,63.81,26.14,68.62,33.49,32.59,-999
3.25,2.39,3.59,2.47,2.84,5.5,3.39,96.7,1.0,96.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.66,1.0,35.37,1.0,0.0,0.0,30.44,1.0,0.0,0.0,87.54,1.0,2.98,34.74,28.23,69.87,28.18,84.22,20.98,82.31,20.87,69.44,30.81,29.91,-999
2.02,4.92,3.89,3.86,3.61,4.98,2.44,97.08,1.0,97.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.65,1.0,0.0,0.0,53.52,1.0,2.97,34.54,31.96,69.98,31.96,61.0,26.76,61.85,26.63,67.59,34.17,33.27,-999
3.63,5.23,5.24,3.33,3.97,5.07,2.05,95.08,1.0,95.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.61,1.0,0.0,0.0,0.0,0.0,32.86,1.0,0.0,0.0,77.93,1.0,2.98,35.61,30.63,74.0,30.58,86.72,28.4,63.42,28.27,68.45,33.15,32.25,-999
0.92,2.16,4.46,2.66,3.65,5.5,3.82,97.52,1.0,97.54,1.0,0.0,0.0,33.42,1.0,0.0,0.0,0.0,0.0,48.32,1.0,34.03,1.0,0.0,0.0,28.86,1.0,0.0,0.0,87.26,1.0,2.97,34.31,26.64,91.37,26.7,87.23,20.24,83.85,20.14,73.69,29.58,28.68,-999
1.93,4.89,5.28,2.85,2.33,5.5,4.53,96.49,1.0,96.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.06,1.0,0.0,0.0,0.0,0.0,31.13,1.0,0.0,0.0,71.69,1.0,2.98,34.86,30.04,71.66,30.0,85.23,27.16,60.86,27.04,73.32,32.53,31.63,-999
0.75,2.49,5.24,4.07,3.99,5.5,4.45,97.33,1.0,97.35,1.0,0.0,0.0,33.41,1.0,0.0,0.0,0.0,0.0,48.03,1.0,33.88,1.0,0.0,0.0,28.51,1.0,0.0,0.0,75.16,1.0,2.97,34.41,28.6,93.35,28.7,66.81,20.27,84.13,20.17,74.8,31.1,30.2,-999
4.3,2.68,3.98,2.38,2.72,5.5,3.78,95.3,1.0,95.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.91,1.0,35.67,1.0,0.0,0.0,30.9,1.0,0.0,0.0,92.63,1.0,2.98,35.5,28.77,68.73,28.73,84.26,22.11,82.91,21.99,69.04,31.39,30.49,1
3.12,2.83,3.13,2.33,3.66,5.44,2.23,93.28,1.0,93.3,1.0,0.0,0.0,34.26,1.0,0.0,0.0,43.09,1.0,17.84,1.0,35.66,1.0,0.0,0.0,31.33,1.0,0.0,0.0,0.0,0.0,2.98,36.57,21.18,84.53,21.22,90.66,21.75,82.58,21.64,67.25,39.72,23.08,-999
3.07,2.77,3.16,2.48,3.23,5.5,3.54,97.09,1.0,97.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.89,1.0,35.36,1.0,0.0,0.0,30.86,1.0,0.0,0.0,84.07,1.0,2.97,34.54,28.42,69.16,28.38,83.97,20.59,81.94,20.48,67.67,30.98,30.08,-999
3.4,3.52,3.26,3.53,3.14,5.08,1.97,92.29,1.0,92.31,1.0,0.0,0.0,33.83,1.0,0.0,0.0,0.0,0.0,48.36,1.0,35.82,1.0,0.0,0.0,31.56,1.0,0.0,0.0,0.0,0.0,2.98,37.09,23.43,87.49,23.49,83.95,22.25,82.79,22.14,66.95,40.35,25.18,-999
1.7,2.35,3.68,2.95,3.75,5.28,2.65,120.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8,1.0,0.0,0.0,0.0,0.0,32.16,1.0,0.0,0.0,67.69,1.0,2.99,21.68,27.43,69.43,27.39,85.13,24.81,61.67,24.68,67.4,29.89,28.99,-999
0.66,2.34,5.19,3.52,3.63,5.5,3.93,97.45,1.0,97.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.35,1.0,33.74,1.0,0.0,0.0,28.44,1.0,0.0,0.0,79.8,1.0,2.97,34.34,27.93,75.59,27.89,88.38,20.24,84.34,20.14,74.96,30.45,29.55,-999
2.12,4.18,3.68,3.8,2.97,5.5,3.89,93.88,1.0,93.9,1.0,0.0,0.0,34.06,1.0,0.0,0.0,0.0,0.0,48.41,1.0,35.38,1.0,0.0,0.0,30.43,1.0,0.0,0.0,0.0,0.0,2.98,36.25,24.06,87.74,24.12,84.49,21.33,82.65,21.22,69.82,39.1,25.82,-999
2.83,4.19,3.54,4.12,2.17,5.3,3.86,92.38,1.0,92.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.1,1.0,37.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,37.04,27.27,69.65,27.23,86.3,28.39,84.91,28.39,53.51,40.43,28.64,-999
2.84,3.49,3.37,2.26,3.32,5.5,3.02,97.19,1.0,97.21,1.0,0.0,0.0,36.84,1.0,0.0,0.0,0.0,0.0,50.74,1.0,35.47,1.0,0.0,0.0,30.82,1.0,0.0,0.0,84.16,1.0,2.97,34.48,27.83,86.68,27.91,83.79,20.44,81.59,20.32,67.64,30.84,29.94,-999
4.25,0.8,5.01,4.04,1.87,5.5,2.73,117.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,34.93,1.0,0.0,0.0,30.47,1.0,0.0,0.0,87.06,1.0,2.99,23.17,26.71,73.14,26.67,85.93,20.09,82.18,19.98,68.44,29.27,28.37,-999
3.74,3.44,3.75,3.87,2.94,5.24,2.45,95.87,1.0,95.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.58,1.0,36.01,1.0,0.0,0.0,30.86,1.0,0.0,0.0,85.23,1.0,2.98,35.19,29.17,70.01,29.13,85.32,21.35,81.55,21.23,68.42,31.73,30.83,-999
2.88,4.27,4.99,4.32,1.86,5.45,4.57,93.98,1.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.27,1.0,2.98,36.2,30.16,76.58,30.12,89.98,31.38,63.15,31.38,61.19,32.72,31.82,-999
1.08,4.37,3.88,3.04,3.3,5.19,1.73,97.73,1.0,97.75,1.0,0.0,0.0,35.72,1.0,0.0,0.0,49.63,1.0,0.0,0.0,34.77,1.0,0.0,0.0,30.81,1.0,0.0,0.0,71.23,1.0,2.97,34.19,28.59,89.44,28.66,86.76,19.52,81.88,19.41,66.74,31.49,30.59,1
2.92,1.55,4.45,3.34,2.23,5.18,2.46,119.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.04,1.0,34.69,1.0,0.0,0.0,30.42,1.0,0.0,0.0,75.08,1.0,2.99,22.05,26.91,72.76,26.87,86.06,18.82,81.33,18.71,67.34,29.41,28.51,-999
1.84,5.48,3.06,3.45,2.13,5.5,4.25,97.38,1.0,97.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1,1.0,35.5,1.0,0.0,0.0,29.72,1.0,0.0,0.0,63.16,1.0,2.97,34.38,30.42,69.46,30.38,85.53,20.13,81.24,20.03,70.93,32.86,31.96,-999
1.12,2.18,3.09,3.43,3.41,5.5,2.14,122.17,1.0,0.0,0.0,0.0,0.0,36.06,1.0,0.0,0.0,0.0,0.0,49.53,1.0,33.87,1.0,0.0,0.0,30.34,1.0,0.0,0.0,62.16,1.0,2.99,20.49,26.12,86.36,26.19,84.45,17.19,81.07,17.08,65.97,28.98,28.08,-999
3.56,5.12,3.87,3.19,2.83,5.12,3.01,93.47,1.0,93.49,1.0,0.0,0.0,37.32,1.0,0.0,0.0,0.0,0.0,50.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.15,1.0,2.98,36.47,29.49,87.47,29.57,86.38,31.9,61.99,31.9,58.64,32.55,31.65,-999
1.97,5.08,4.07,3.5,2.83,5.47,4.68,95.08,1.0,95.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.29,1.0,2.98,35.61,32.63,71.63,32.63,56.12,30.63,61.83,30.63,57.5,34.87,33.97,-999
2.54,3.43,4.52,4.45,3.84,5.41,2.42,95.6,1.0,95.62,1.0,0.0,0.0,34.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,1.0,0.0,0.0,30.61,1.0,0.0,0.0,78.86,1.0,2.98,35.33,29.7,93.3,29.8,66.69,21.32,84.15,21.21,69.22,32.23,31.33,-999
4.64,0.87,4.14,4.41,1.7,5.32,4.09,112.4,1.0,0.0,0.0,0.0,0.0,32.73,1.0,0.0,0.0,0.0,0.0,47.51,1.0,38.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,26.1,21.01,86.85,21.06,83.07,28.49,84.33,28.49,57.93,38.75,22.73,-999
0.72,2.77,5.12,4.15,3.82,5.5,4.99,98.69,1.0,98.71,1.0,0.0,0.0,34.49,1.0,0.0,0.0,0.0,0.0,49.31,1.0,36.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.72,1.0,2.97,33.67,27.16,90.12,27.23,85.9,24.93,84.28,24.93,58.86,30.08,29.18,-999
3.02,4.33,3.76,3.94,3.7,5.15,2.16,91.7,1.0,91.71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.29,1.0,36.32,1.0,0.0,0.0,31.77,1.0,0.0,0.0,0.0,0.0,2.98,37.41,27.39,69.94,27.35,86.06,24.13,83.77,24.01,68.08,42.21,28.76,1
0.91,3.75,3.4,2.99,2.97,5.5,3.81,98.45,1.0,98.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.12,1.0,35.12,1.0,0.0,0.0,29.82,1.0,0.0,0.0,68.97,1.0,2.97,33.8,28.86,72.24,28.82,85.94,19.29,81.05,19.18,69.75,31.33,30.43,-999
2.99,5.24,3.87,2.86,2.68,5.5,4.11,89.89,1.0,89.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.46,1.0,0.0,0.0,0.0,0.0,32.9,1.0,0.0,0.0,0.0,0.0,2.98,38.36,28.29,72.7,28.25,86.65,30.43,63.01,30.31,70.36,42.02,29.66,-999
3.77,1.21,5.26,3.79,1.52,5.5,4.46,94.61,1.0,94.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.74,1.0,35.29,1.0,0.0,0.0,28.91,1.0,0.0,0.0,95.77,1.0,2.98,35.86,28.48,75.82,28.45,81.33,22.68,84.13,22.58,75.98,31.03,30.13,-999
0.75,1.83,4.62,3.63,2.4,5.5,3.06,97.3,1.0,97.32,1.0,0.0,0.0,33.31,1.0,0.0,0.0,0.0,0.0,48.21,1.0,0.0,0.0,0.0,0.0,30.69,1.0,0.0,0.0,90.75,1.0,2.97,34.42,26.35,91.28,26.41,87.16,26.24,62.9,26.13,73.9,29.32,28.42,-999
1.14,4.93,3.5,3.61,3.4,5.5,3.45,98.38,1.0,98.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.82,1.0,34.5,1.0,0.0,0.0,30.64,1.0,0.0,0.0,61.36,1.0,2.97,33.84,29.84,70.08,29.8,85.51,19.35,82.17,19.24,67.14,32.28,31.38,-999
0.87,1.51,3.39,2.85,3.05,5.5,3.1,98.81,1.0,98.83,1.0,0.0,0.0,34.84,1.0,0.0,0.0,0.0,0.0,38.45,1.0,34.44,1.0,0.0,0.0,29.8,1.0,0.0,0.0,86.16,1.0,2.97,33.61,26.17,88.55,26.25,78.17,19.32,82.25,19.22,69.87,29.03,28.13,-999
1.45,2.66,3.31,3.08,3.14,5.46,2.23,121.09,1.0,0.0,0.0,0.0,0.0,36.06,1.0,0.0,0.0,0.0,0.0,50.0,1.0,34.36,1.0,0.0,0.0,30.26,1.0,0.0,0.0,63.58,1.0,2.99,21.11,26.63,86.88,26.71,84.04,17.8,80.86,17.69,66.85,29.51,28.61,-999
1.96,4.51,4.42,3.35,2.05,5.44,4.71,95.56,1.0,95.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55,1.0,2.98,35.36,29.97,73.26,29.93,87.82,30.32,61.37,30.32,58.54,32.49,31.59,-999
3.7,5.52,4.21,3.13,3.14,5.23,3.52,91.02,1.0,91.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,37.76,30.52,72.23,30.52,61.26,29.35,85.07,29.35,55.58,41.45,31.71,-999
3.41,0.82,5.2,3.07,3.4,5.5,4.3,97.15,1.0,97.17,1.0,0.0,0.0,34.45,1.0,0.0,0.0,0.0,0.0,49.56,1.0,0.0,0.0,0.0,0.0,32.22,1.0,0.0,0.0,103.23,1.0,2.97,34.5,25.54,88.57,25.6,83.79,27.59,61.22,27.47,69.96,28.62,27.72,-999
3.78,5.44,4.92,3.02,3.3,5.32,2.88,94.89,1.0,94.9,1.0,0.0,0.0,36.54,1.0,0.0,0.0,0.0,0.0,50.63,1.0,0.0,0.0,0.0,0.0,32.71,1.0,0.0,0.0,82.2,1.0,2.98,35.72,29.78,89.17,29.86,85.95,28.58,62.95,28.45,69.19,32.77,31.87,-999
3.8,2.6,4.79,4.04,3.53,5.06,3.01,93.0,1.0,93.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24,1.0,2.98,36.72,31.83,75.41,31.83,68.37,28.72,86.86,28.72,59.79,34.17,33.27,-999
2.79,2.8,4.96,4.52,3.32,5.39,4.27,94.49,1.0,94.51,1.0,0.0,0.0,34.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,1.0,2.98,35.93,29.63,92.87,29.73,68.46,31.12,63.78,31.12,59.5,32.21,31.31,-999
3.04,4.71,4.0,3.99,1.59,5.5,3.68,91.6,1.0,91.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.83,1.0,0.0,0.0,36.55,1.0,0.0,0.0,30.22,1.0,0.0,0.0,0.0,0.0,2.98,37.46,27.73,70.7,27.69,85.5,22.61,81.84,22.51,71.79,40.65,29.11,1
4.35,1.28,4.09,3.2,3.82,4.96,2.28,91.92,1.0,91.94,1.0,0.0,0.0,34.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.86,1.0,0.0,0.0,31.06,1.0,0.0,0.0,0.0,0.0,2.98,37.29,25.16,87.47,25.26,61.01,22.97,83.43,22.85,69.36,40.84,26.55,1
2.52,5.24,4.52,3.52,3.65,5.5,4.1,90.66,1.0,90.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.71,1.0,0.0,0.0,0.0,0.0,31.32,1.0,0.0,0.0,0.0,0.0,2.98,37.95,28.34,73.86,28.3,88.11,30.11,64.17,29.99,75.62,41.46,29.71,-999
3.7,5.61,4.51,3.42,2.03,5.45,4.12,90.74,1.0,90.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,1.0,26.24,1.0,0.0,0.0,2.98,37.91,30.61,73.19,30.61,61.63,26.58,61.14,26.28,87.19,41.47,31.8,1
3.83,1.84,4.17,3.2,3.11,5.5,3.32,92.05,1.0,92.06,1.0,0.0,0.0,33.35,1.0,0.0,0.0,0.0,0.0,47.78,1.0,35.92,1.0,0.0,0.0,30.82,1.0,0.0,0.0,0.0,0.0,2.98,37.22,21.88,86.73,21.94,83.46,22.73,83.09,22.62,69.92,40.62,23.62,-999
1.08,3.3,5.07,3.7,3.39,5.17,2.71,98.15,1.0,98.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.85,1.0,0.0,0.0,0.0,0.0,32.31,1.0,0.0,0.0,74.02,1.0,2.97,33.97,28.58,72.98,28.54,86.17,25.88,62.91,25.76,67.93,31.07,30.17,-999
0.69,3.14,5.15,4.15,3.78,5.5,4.33,98.47,1.0,98.49,1.0,0.0,0.0,34.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.31,1.0,0.0,0.0,69.14,1.0,2.97,33.79,28.85,91.4,28.95,64.65,25.69,63.38,25.57,71.23,31.33,30.43,-999
4.65,2.12,4.43,3.5,3.03,5.02,2.17,111.81,1.0,0.0,0.0,0.0,0.0,32.41,1.0,0.0,0.0,0.0,0.0,47.45,1.0,0.0,0.0,0.0,0.0,33.14,1.0,0.0,0.0,0.0,0.0,2.99,26.43,22.3,88.65,22.35,84.47,29.41,61.79,29.28,68.43,38.99,24.02,-999
2.96,2.82,3.06,4.02,3.09,5.5,2.12,97.24,1.0,97.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.49,1.0,35.57,1.0,0.0,0.0,30.89,1.0,0.0,0.0,83.01,1.0,2.97,34.45,28.44,70.74,28.4,84.77,20.4,81.39,20.29,67.37,30.99,30.09,-999
3.65,2.71,3.76,3.33,2.75,5.5,3.4,92.58,1.0,92.6,1.0,0.0,0.0,33.88,1.0,0.0,0.0,0.0,0.0,48.23,1.0,36.02,1.0,0.0,0.0,31.08,1.0,0.0,0.0,0.0,0.0,2.98,36.94,22.63,86.62,22.69,83.4,22.29,82.48,22.18,68.61,40.26,24.39,-999
3.7,5.3,3.43,3.26,1.84,5.01,2.52,116.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.95,1.0,37.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.58,1.0,2.99,23.96,30.27,70.97,30.23,85.69,26.6,83.79,26.6,54.59,32.72,31.82,-999
3.15,1.71,4.42,3.34,1.87,5.5,4.26,97.31,1.0,97.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,1.0,35.72,1.0,0.0,0.0,30.5,1.0,0.0,0.0,88.96,1.0,2.97,34.42,27.65,70.71,27.61,84.56,20.5,81.21,20.39,68.77,30.23,29.33,-999
2.92,3.91,4.22,3.45,3.43,5.5,3.57,95.28,1.0,95.29,1.0,0.0,0.0,33.99,1.0,0.0,0.0,42.88,1.0,17.02,1.0,34.64,1.0,0.0,0.0,29.12,1.0,0.0,0.0,88.98,1.0,2.98,35.51,28.19,91.99,28.23,97.98,22.04,84.63,21.94,74.71,31.28,30.38,-999
1.56,4.88,3.09,3.48,2.26,5.5,3.52,94.99,1.0,95.0,1.0,0.0,0.0,35.51,1.0,0.0,0.0,0.0,0.0,48.91,1.0,35.87,1.0,0.0,0.0,30.88,1.0,0.0,0.0,0.0,0.0,2.98,35.66,24.53,85.75,24.6,84.04,20.3,80.74,20.18,67.31,38.3,26.32,-999
0.83,2.16,5.23,2.67,3.24,5.35,4.19,96.31,1.0,96.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.99,1.0,2.98,34.95,28.58,76.2,28.55,80.65,29.4,63.89,29.4,60.62,31.06,30.16,-999
2.5,1.84,4.41,3.3,2.95,5.5,3.38,117.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.79,1.0,0.0,0.0,0.0,0.0,31.02,1.0,0.0,0.0,80.57,1.0,2.99,23.07,27.39,70.35,27.35,85.09,26.41,62.04,26.3,72.93,29.92,29.02,-999
1.63,4.72,4.82,4.38,1.85,4.98,2.6,94.37,1.0,94.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.38,1.0,2.98,35.99,32.43,75.8,32.43,67.62,27.13,85.77,27.13,59.25,34.68,33.78,-999
5.37,1.74,3.77,2.7,3.68,5.5,3.64,89.29,1.0,89.31,1.0,0.0,0.0,33.45,1.0,0.0,0.0,0.0,0.0,47.9,1.0,0.0,0.0,0.0,0.0,33.09,1.0,0.0,0.0,0.0,0.0,2.98,38.67,21.75,86.44,21.81,83.11,31.91,62.12,31.78,71.11,43.06,23.49,1
1.06,3.27,5.29,4.04,2.59,5.5,2.96,120.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.72,1.0,34.38,1.0,0.0,0.0,29.94,1.0,0.0,0.0,55.04,1.0,2.99,21.37,28.13,73.54,28.09,87.87,18.11,81.14,18.0,68.21,30.52,29.62,-999
4.28,0.62,5.25,3.79,3.02,5.04,2.57,115.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.53,1.0,0.0,0.0,0.0,0.0,32.41,1.0,0.0,0.0,93.5,1.0,2.99,24.06,26.93,73.59,26.89,87.05,27.47,62.53,27.35,69.18,29.53,28.63,-999
4.28,0.64,4.93,3.2,2.97,5.5,3.27,117.09,1.0,0.0,0.0,0.0,0.0,33.54,1.0,0.0,0.0,49.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.59,1.0,0.0,0.0,97.85,1.0,2.99,23.43,25.26,89.8,25.32,84.26,27.0,61.33,26.88,71.57,28.29,27.39,1
0.56,4.0,4.12,3.78,3.81,5.5,3.81,98.59,1.0,98.61,1.0,0.0,0.0,35.81,1.0,0.0,0.0,0.0,0.0,49.16,1.0,34.1,1.0,0.0,0.0,29.0,1.0,0.0,0.0,69.38,1.0,2.97,33.73,28.19,88.88,28.26,87.23,19.5,83.0,19.4,72.52,31.08,30.18,-999
3.84,1.37,5.25,3.15,2.93,5.28,3.81,113.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.5,1.0,2.99,25.33,30.43,76.1,30.43,67.09,31.27,63.68,31.27,60.27,32.76,31.86,-999
4.75,3.59,3.6,3.61,2.63,5.19,2.62,111.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.42,1.0,0.0,0.0,0.0,0.0,2.99,26.48,28.59,69.25,28.59,59.56,29.44,61.61,29.31,67.42,39.06,29.78,-999
4.43,0.81,4.52,3.72,3.32,5.23,2.78,112.97,1.0,0.0,0.0,0.0,0.0,32.82,1.0,0.0,0.0,0.0,0.0,47.24,1.0,35.79,1.0,0.0,0.0,31.43,1.0,0.0,0.0,0.0,0.0,2.99,25.78,20.97,86.67,21.02,83.51,22.08,82.68,21.96,67.23,38.31,22.69,-999
1.1,4.67,3.34,3.33,2.6,5.5,4.42,97.87,1.0,97.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.36,1.0,0.0,0.0,0.0,0.0,31.08,1.0,0.0,0.0,66.19,1.0,2.97,34.12,29.67,68.36,29.62,84.24,26.18,61.16,26.07,72.52,32.13,31.23,-999
